RUN	smartsale.Scenario5Items10Users	scenario5items10users	1605219242946	 	3.4.1
USER	Warm up	START	1605219244242
USER	Warm up	START	1605219245236
USER	Warm up	START	1605219246242
USER	Warm up	START	1605219247236
USER	Warm up	START	1605219248245
USER	Warm up	START	1605219249240
USER	Warm up	START	1605219250243
USER	Warm up	START	1605219251236
REQUEST		warm_up	1605219251331	1605219252095	OK	 
USER	Warm up	START	1605219252242
REQUEST		warm_up	1605219252354	1605219253160	OK	 
USER	Warm up	START	1605219253232
REQUEST		warm_up	1605219253358	1605219254154	OK	 
REQUEST		warm_up	1605219254378	1605219255119	OK	 
REQUEST		warm_up	1605219255401	1605219256112	OK	 
REQUEST		warm_up	1605219256426	1605219257169	OK	 
REQUEST		warm_up	1605219257448	1605219258158	OK	 
REQUEST		warm_up	1605219258468	1605219259193	OK	 
REQUEST		warm_up	1605219258986	1605219259204	OK	 
REQUEST		warm_up	1605219259487	1605219260196	OK	 
REQUEST		warm_up	1605219260006	1605219260265	OK	 
REQUEST		warm_up	1605219260506	1605219261246	OK	 
REQUEST		warm_up	1605219261026	1605219261280	OK	 
REQUEST		warm_up	1605219261527	1605219261763	OK	 
REQUEST		warm_up	1605219262046	1605219262280	OK	 
REQUEST		warm_up	1605219262546	1605219262780	OK	 
REQUEST		warm_up	1605219263068	1605219263283	OK	 
REQUEST		warm_up	1605219263574	1605219263799	OK	 
REQUEST		exec_rpm	1605219264076	1605219264289	OK	 
REQUEST		warm_up	1605219264581	1605219264813	OK	 
REQUEST		exec_rpm	1605219265114	1605219265347	OK	 
REQUEST		warm_up	1605219265617	1605219265836	OK	 
REQUEST		exec_rpm	1605219265980	1605219266198	OK	 
REQUEST		exec_rpm	1605219266312	1605219266539	OK	 
REQUEST		exec_rpm	1605219266642	1605219266902	OK	 
REQUEST		exec_rpm	1605219266987	1605219267210	OK	 
REQUEST		exec_rpm	1605219267316	1605219267530	OK	 
REQUEST		exec_rpm	1605219267647	1605219267873	OK	 
REQUEST		exec_rpm	1605219268008	1605219268270	OK	 
REQUEST		exec_rpm	1605219268340	1605219268555	OK	 
REQUEST		exec_rpm	1605219268668	1605219268890	OK	 
REQUEST		exec_rpm	1605219269026	1605219269243	OK	 
REQUEST		exec_rpm	1605219269357	1605219269605	OK	 
REQUEST		exec_rpm	1605219269690	1605219269905	OK	 
REQUEST		exec_rpm	1605219270048	1605219270288	OK	 
REQUEST		exec_rpm	1605219270379	1605219270603	OK	 
REQUEST		exec_rpm	1605219270711	1605219270924	OK	 
REQUEST		exec_rpm	1605219271083	1605219271325	OK	 
REQUEST		exec_rpm	1605219271407	1605219271637	OK	 
REQUEST		exec_rpm	1605219271738	1605219271991	OK	 
REQUEST		exec_rpm	1605219272097	1605219272342	OK	 
REQUEST		exec_rpm	1605219272426	1605219272660	OK	 
REQUEST		exec_rpm	1605219272756	1605219272995	OK	 
REQUEST		exec_rpm	1605219273035	1605219273272	OK	 
REQUEST		exec_rpm	1605219273284	1605219273514	OK	 
REQUEST		exec_rpm	1605219273533	1605219273774	OK	 
REQUEST		exec_rpm	1605219273782	1605219274045	OK	 
REQUEST		exec_rpm	1605219274036	1605219274265	OK	 
